country_iso3,year_month,gdelt_conflict_event_count,gdelt_protest_event_count,gdelt_goldstein_mean
BGR,2012-10,189,52,-9.124481327800833
BGR,2012-11,157,53,-8.957142857142857
BGR,2012-12,123,36,-9.119496855345915
BGR,2013-01,420,84,-9.205357142857148
BGR,2013-02,929,459,-8.795389048991353
BGR,2013-03,339,335,-8.139465875370917
BGR,2013-04,127,71,-8.550505050505055
BGR,2013-05,108,129,-8.075949367088612
BGR,2013-06,203,492,-7.520143884892088
BGR,2013-07,570,691,-8.070182394924668
BGR,2013-08,342,194,-8.640858208955228
BGR,2013-09,341,202,-8.5902394106814
BGR,2013-10,325,251,-8.36371527777778
BGR,2013-11,408,410,-8.185207823960877
BGR,2013-12,218,234,-8.133849557522124
BGR,2014-01,178,281,-7.836601307189537
BGR,2014-02,199,123,-8.60093167701863
BGR,2014-03,279,147,-8.72300469483568
BGR,2014-04,252,71,-9.06965944272445
BGR,2014-05,176,47,-9.053811659192828
BGR,2014-06,225,87,-8.918269230769235
BGR,2014-07,295,123,-8.805023923444976
BGR,2014-08,144,113,-8.404669260700388
BGR,2014-09,127,180,-7.903908794788272
BGR,2014-10,194,172,-8.252732240437163
BGR,2014-11,372,75,-9.234899328859063
BGR,2014-12,205,121,-8.527607361963197
BGR,2015-01,541,139,-9.161029411764709
BGR,2015-02,222,109,-8.722054380664655
BGR,2015-03,190,94,-8.732394366197187
BGR,2015-04,229,38,-9.33333333333333
BGR,2015-05,224,94,-8.880503144654089
BGR,2015-06,434,166,-8.921666666666672
BGR,2015-07,358,104,-9.129870129870133
BGR,2015-08,477,32,-9.58742632612966
BGR,2015-09,300,41,-9.403225806451603
BGR,2015-10,627,33,-9.708333333333332
BGR,2015-11,341,186,-8.688804554079693
BGR,2015-12,300,91,-9.075447570332484
BGR,2016-01,334,80,-9.182367149758457
BGR,2016-02,488,106,-9.274410774410775
BGR,2016-03,469,97,-9.2190812720848
BGR,2016-04,399,88,-9.235112936344972
BGR,2016-05,302,121,-8.93971631205674
BGR,2016-06,350,41,-9.552429667519183
BGR,2016-07,497,44,-9.60536044362292
BGR,2016-08,458,35,-9.615618661257605
BGR,2016-09,314,36,-9.48
BGR,2016-10,313,106,-8.955847255369928
BGR,2016-11,650,99,-9.404539385847798
BGR,2016-12,328,51,-9.418205804749343
BGR,2017-01,233,59,-9.106164383561646
BGR,2017-02,214,48,-9.215648854961831
BGR,2017-03,315,115,-8.92906976744186
BGR,2017-04,152,30,-9.285714285714288
BGR,2017-05,199,15,-9.64252336448598
BGR,2017-06,231,32,-9.397338403041829
BGR,2017-07,263,50,-9.293929712460061
BGR,2017-08,226,27,-9.472332015810277
BGR,2017-09,185,26,-9.43838862559242
BGR,2017-10,245,62,-9.19869706840391
BGR,2017-11,207,54,-9.17432950191571
BGR,2017-12,162,31,-9.295336787564768
BGR,2018-01,307,82,-9.069408740359899
BGR,2018-02,202,51,-9.16205533596838
BGR,2018-03,357,54,-9.41970802919708
BGR,2018-04,193,45,-9.203781512605042
BGR,2018-05,244,38,-9.404255319148938
BGR,2018-06,410,69,-9.434237995824637
BGR,2018-07,319,83,-9.208955223880595
BGR,2018-08,201,31,-9.420258620689653
BGR,2018-09,193,41,-9.247863247863249
BGR,2018-10,1160,53,-9.577081615828508
BGR,2018-11,211,100,-8.827974276527332
BGR,2018-12,129,29,-9.183544303797468
BGR,2019-01,145,38,-9.166666666666666
BGR,2019-02,119,20,-9.438848920863311
BGR,2019-03,257,21,-9.701438848920862
BGR,2019-04,188,25,-9.460093896713616
BGR,2019-05,146,34,-9.136111111111111
BGR,2019-06,185,21,-9.529126213592233
BGR,2019-07,207,18,-9.626666666666667
BGR,2019-08,186,31,-9.430875576036867
BGR,2019-09,128,44,-8.979651162790697
BGR,2019-10,287,45,-9.379518072289152
BGR,2019-11,135,29,-9.295731707317072
BGR,2019-12,72,24,-8.984374999999998
BGR,2020-01,153,15,-9.625000000000002
BGR,2020-02,140,24,-9.384146341463415
BGR,2020-03,145,11,-9.458333333333332
BGR,2020-04,158,5,-9.582822085889573
BGR,2020-05,88,23,-9.157657657657657
BGR,2020-06,97,18,-9.373913043478263
BGR,2020-07,166,246,-7.901699029126215
BGR,2020-08,125,184,-7.889967637540452
BGR,2020-09,163,130,-8.428327645051196
BGR,2020-10,68,71,-8.169064748201441
BGR,2020-11,51,25,-8.789473684210526
BGR,2020-12,132,18,-9.513333333333335
BGR,2021-01,65,33,-8.775510204081632
BGR,2021-02,98,20,-9.343220338983054
BGR,2021-03,89,19,-9.314814814814815
BGR,2021-04,109,31,-9.032142857142857
BGR,2021-05,59,10,-9.376811594202898
BGR,2021-06,83,21,-9.274038461538462
BGR,2021-07,64,22,-8.91279069767442
BGR,2021-08,64,18,-9.115853658536585
BGR,2021-09,86,27,-9.097345132743364
BGR,2021-10,142,32,-9.255747126436782
BGR,2021-11,205,46,-9.270916334661353
BGR,2021-12,63,17,-9.13125
BGR,2022-01,58,41,-8.54040404040404
BGR,2022-02,167,18,-9.418918918918918
BGR,2022-03,302,37,-9.53392330383481
BGR,2022-04,106,20,-9.277777777777775
BGR,2022-05,126,20,-9.465753424657533
BGR,2022-06,82,14,-9.192708333333332
BGR,2022-07,108,51,-8.754716981132074
BGR,2022-08,78,20,-9.224489795918366
BGR,2022-09,107,15,-9.512295081967215
BGR,2022-10,91,25,-9.211206896551724
BGR,2022-11,211,14,-9.700000000000003
BGR,2022-12,106,12,-9.601694915254239
BGR,2023-01,159,23,-9.436813186813186
BGR,2023-02,157,11,-9.639880952380949
BGR,2023-03,164,40,-9.223039215686274
BGR,2023-04,149,93,-8.566115702479339
BGR,2023-05,350,49,-9.437343358395989
BGR,2023-06,287,40,-9.474006116207955
BGR,2023-07,149,14,-9.579754601226995
BGR,2023-08,205,18,-9.594170403587443
BGR,2023-09,182,88,-8.805555555555555
BGR,2023-10,152,34,-9.225806451612902
BGR,2023-11,157,21,-9.382022471910114
BGR,2023-12,160,25,-9.302702702702705
BGR,2024-01,128,16,-9.454861111111112
BGR,2024-02,139,47,-8.986559139784948
BGR,2024-03,118,35,-8.885620915032682
BGR,2024-04,110,21,-9.312977099236644
BGR,2024-05,105,10,-9.495652173913046
BGR,2024-06,92,14,-9.452830188679243
BGR,2024-07,235,18,-9.6600790513834
BGR,2024-08,123,39,-9.092592592592592
BGR,2024-09,146,14,-9.637499999999998
BGR,2024-10,99,27,-9.087301587301587
BGR,2024-11,92,16,-9.300925925925926
BGR,2024-12,80,10,-9.416666666666666
BGR,2025-01,110,9,-9.592436974789917
BGR,2025-02,102,21,-9.284552845528454
BGR,2025-03,144,40,-9.089673913043478
BGR,2025-04,93,13,-9.396226415094336
BGR,2025-05,100,29,-9.069767441860465
BGR,2025-06,42,23,-8.646153846153846
BGR,2025-07,256,24,-9.626785714285713
BGR,2025-08,182,7,-9.751322751322753
BGR,2025-09,88,13,-9.400990099009904
BGR,2025-10,83,14,-9.304123711340207
BGR,2025-11,79,31,-8.9
BGR,2025-12,66,138,-7.612745098039215
BHR,1985-01,4,0,-10.0
BHR,1985-02,14,0,-9.928571428571429
BHR,1985-03,2,0,-10.0
BHR,1985-04,4,0,-10.0
BHR,1985-05,4,0,-10.0
BHR,1985-06,1,0,-10.0
BHR,1985-07,0,0,
BHR,1985-08,2,0,-10.0
BHR,1985-09,3,0,-10.0
BHR,1985-10,0,0,
BHR,1985-11,0,0,
BHR,1985-12,1,0,-10.0
BHR,1986-01,12,0,-9.875000000000002
BHR,1986-02,1,0,-10.0
BHR,1986-03,3,1,-9.125
BHR,1986-04,1,0,-10.0
BHR,1986-05,13,0,-9.884615384615387
BHR,1986-06,4,0,-9.875
BHR,1986-07,0,0,
BHR,1986-08,8,0,-10.0
BHR,1986-09,5,1,-8.916666666666668
BHR,1986-10,4,0,-10.0
BHR,1986-11,4,0,-9.0
BHR,1986-12,0,0,
BHR,1987-01,2,0,-10.0
BHR,1987-02,0,0,
BHR,1987-03,1,0,-9.0
BHR,1987-04,0,0,
BHR,1987-05,21,0,-10.0
BHR,1987-06,6,0,-10.0
BHR,1987-07,16,0,-10.0
BHR,1987-08,2,1,-8.666666666666666
BHR,1987-09,9,0,-9.88888888888889
BHR,1987-10,10,0,-10.0
BHR,1987-11,1,0,-10.0
BHR,1987-12,6,0,-10.0
BHR,1988-01,6,0,-10.0
BHR,1988-02,4,0,-10.0
BHR,1988-03,2,0,-10.0
BHR,1988-04,5,0,-10.0
BHR,1988-05,8,0,-10.0
BHR,1988-06,4,1,-9.0
BHR,1988-07,11,0,-9.636363636363637
BHR,1988-08,1,0,-10.0
BHR,1988-09,2,0,-10.0
BHR,1988-10,2,0,-10.0
BHR,1988-11,0,0,
BHR,1988-12,0,0,
BHR,1989-01,2,0,-10.0
BHR,1989-02,2,0,-9.75
BHR,1989-03,0,0,
BHR,1989-04,0,0,
BHR,1989-05,0,0,
BHR,1989-06,0,0,
BHR,1989-07,0,0,
BHR,1989-08,2,0,-10.0
BHR,1989-09,0,0,
BHR,1989-10,0,0,
BHR,1989-11,0,0,
BHR,1989-12,0,0,
BHR,1990-01,0,0,
BHR,1990-02,0,0,
BHR,1990-03,0,0,
BHR,1990-04,0,0,
BHR,1990-05,0,0,
BHR,1990-06,1,0,-10.0
BHR,1990-07,0,0,
BHR,1990-08,9,1,-9.650000000000002
BHR,1990-09,4,2,-9.083333333333334
BHR,1990-10,6,0,-9.5
BHR,1990-11,4,0,-9.0
BHR,1990-12,1,0,-10.0
BHR,1991-01,24,3,-9.574074074074074
BHR,1991-02,13,0,-9.80769230769231
BHR,1991-03,7,0,-9.285714285714285
BHR,1991-04,0,0,
BHR,1991-05,6,2,-9.125
BHR,1991-06,3,0,-9.666666666666666
BHR,1991-07,4,0,-9.625
BHR,1991-08,0,0,
BHR,1991-09,1,4,-7.6
BHR,1991-10,0,0,
BHR,1991-11,1,0,-10.0
BHR,1991-12,0,0,
BHR,1992-01,0,0,
BHR,1992-02,0,0,
BHR,1992-03,0,0,
BHR,1992-04,0,0,
BHR,1992-05,0,0,
BHR,1992-06,0,0,
BHR,1992-07,0,3,-6.5
BHR,1992-08,0,2,-6.5
BHR,1992-09,0,0,
BHR,1992-10,1,0,-10.0
BHR,1992-11,0,0,
BHR,1992-12,0,0,
BHR,1993-01,0,0,
BHR,1993-02,1,0,-10.0
BHR,1993-03,1,0,-10.0
BHR,1993-04,0,0,
BHR,1993-05,1,0,-10.0
BHR,1993-06,0,0,
BHR,1993-07,3,0,-9.666666666666666
BHR,1993-08,1,0,-9.0
BHR,1993-09,0,0,
BHR,1993-10,0,0,
BHR,1993-11,0,0,
BHR,1993-12,2,0,-10.0
BHR,1994-01,0,0,
BHR,1994-02,0,0,
BHR,1994-03,1,0,-10.0
BHR,1994-04,0,0,
BHR,1994-05,0,0,
BHR,1994-06,6,0,-9.833333333333334
BHR,1994-07,0,0,
BHR,1994-08,0,0,
BHR,1994-09,0,1,-6.5
BHR,1994-10,4,0,-10.0
BHR,1994-11,6,0,-10.0
BHR,1994-12,94,23,-9.286324786324789
BHR,1995-01,35,19,-8.805555555555554
BHR,1995-02,1,0,-10.0
BHR,1995-03,32,17,-8.64285714285714
BHR,1995-04,38,4,-9.571428571428573
BHR,1995-05,16,1,-9.529411764705884
BHR,1995-06,8,6,-8.500000000000002
BHR,1995-07,1,2,-7.666666666666667
BHR,1995-08,1,5,-6.916666666666667
BHR,1995-09,8,7,-8.366666666666667
BHR,1995-10,0,13,-6.5
BHR,1995-11,9,1,-9.650000000000002
BHR,1995-12,9,5,-8.749999999999998
BHR,1996-01,49,11,-9.233333333333338
BHR,1996-02,60,16,-9.131578947368418
BHR,1996-03,169,17,-9.553763440860216
BHR,1996-04,15,12,-8.2962962962963
BHR,1996-05,73,4,-9.590909090909093
BHR,1996-06,27,6,-9.196969696969695
BHR,1996-07,66,20,-9.116279069767442
BHR,1996-08,9,3,-8.958333333333332
BHR,1996-09,20,0,-9.45
BHR,1996-10,8,3,-9.045454545454547
BHR,1996-11,5,1,-9.416666666666668
BHR,1996-12,35,22,-8.482456140350877
BHR,1997-01,17,2,-9.394736842105264
BHR,1997-02,2,2,-8.125
BHR,1997-03,2,0,-10.0
BHR,1997-04,10,0,-10.0
BHR,1997-05,9,0,-9.88888888888889
BHR,1997-06,34,3,-9.445945945945946
BHR,1997-07,12,1,-9.346153846153845
BHR,1997-08,3,2,-8.4
BHR,1997-09,12,1,-9.192307692307693
BHR,1997-10,6,1,-9.214285714285714
BHR,1997-11,27,3,-9.600000000000001
BHR,1997-12,1,0,-10.0
BHR,1998-01,11,0,-9.90909090909091
BHR,1998-02,21,0,-9.80952380952381
BHR,1998-03,1,0,-10.0
BHR,1998-04,2,0,-10.0
BHR,1998-05,2,0,-9.5
BHR,1998-06,0,0,
BHR,1998-07,14,0,-9.642857142857142
BHR,1998-08,8,0,-9.875
BHR,1998-09,6,0,-9.666666666666668
BHR,1998-10,5,0,-9.8
BHR,1998-11,3,0,-10.0
BHR,1998-12,8,1,-9.61111111111111
BHR,1999-01,1,0,-10.0
BHR,1999-02,12,0,-9.333333333333332
BHR,1999-03,12,6,-8.583333333333336
BHR,1999-04,5,0,-10.0
BHR,1999-05,8,0,-10.0
BHR,1999-06,1,0,-9.0
BHR,1999-07,11,2,-8.999999999999998
BHR,1999-08,1,0,-9.0
BHR,1999-09,2,0,-10.0
BHR,1999-10,6,0,-10.0
BHR,1999-11,7,1,-9.562500000000002
BHR,1999-12,0,0,
BHR,2000-01,8,0,-9.375
BHR,2000-02,1,0,-9.5
BHR,2000-03,0,0,
BHR,2000-04,3,1,-9.125
BHR,2000-05,9,0,-9.722222222222221
BHR,2000-06,11,0,-9.318181818181817
BHR,2000-07,4,0,-9.75
BHR,2000-08,16,0,-10.0
BHR,2000-09,2,0,-10.0
BHR,2000-10,10,6,-8.6875
BHR,2000-11,2,1,-8.5
BHR,2000-12,13,7,-8.625
BHR,2001-01,9,2,-9.272727272727272
BHR,2001-02,8,0,-10.0
BHR,2001-03,1,7,-6.9375
BHR,2001-04,5,0,-9.8
BHR,2001-05,8,0,-9.75
BHR,2001-06,9,0,-9.88888888888889
BHR,2001-07,9,3,-9.125
BHR,2001-08,7,4,-8.727272727272727
BHR,2001-09,12,6,-8.833333333333334
BHR,2001-10,17,3,-9.325000000000001
BHR,2001-11,9,1,-9.55
BHR,2001-12,3,3,-7.75
BHR,2002-01,4,3,-8.499999999999998
BHR,2002-02,3,4,-8.0
BHR,2002-03,12,8,-8.65
BHR,2002-04,33,38,-8.112676056338032
BHR,2002-05,9,7,-8.28125
BHR,2002-06,6,5,-8.272727272727272
BHR,2002-07,1,3,-7.375
BHR,2002-08,5,1,-9.25
BHR,2002-09,4,16,-7.199999999999999
BHR,2002-10,4,32,-6.8888888888888875
BHR,2002-11,13,24,-7.500000000000001
BHR,2002-12,10,13,-8.108695652173916
BHR,2003-01,9,30,-7.243589743589744
BHR,2003-02,12,15,-8.055555555555555
BHR,2003-03,24,39,-7.857142857142857
BHR,2003-04,1,4,-7.2
BHR,2003-05,12,5,-8.794117647058826
BHR,2003-06,5,2,-8.714285714285714
BHR,2003-07,4,2,-8.5
BHR,2003-08,5,13,-7.361111111111112
BHR,2003-09,10,2,-9.125
BHR,2003-10,17,0,-9.911764705882353
BHR,2003-11,4,3,-8.5
BHR,2003-12,19,3,-9.386363636363635
BHR,2004-01,6,0,-10.0
BHR,2004-02,8,0,-10.0
BHR,2004-03,17,9,-8.692307692307693
BHR,2004-04,9,0,-10.0
BHR,2004-05,29,19,-8.48958333333333
BHR,2004-06,17,0,-9.823529411764707
BHR,2004-07,13,3,-9.3125
BHR,2004-08,11,5,-8.406250000000002
BHR,2004-09,7,6,-8.384615384615385
BHR,2004-10,2,10,-7.083333333333334
BHR,2004-11,10,19,-7.500000000000001
BHR,2004-12,2,3,-7.9
BHR,2005-01,19,4,-9.260869565217392
BHR,2005-02,4,4,-8.25
BHR,2005-03,1,16,-6.705882352941177
BHR,2005-04,1,1,-8.25
BHR,2005-05,2,1,-8.166666666666666
BHR,2005-06,11,8,-8.36842105263158
BHR,2005-07,64,21,-8.794117647058826
BHR,2005-08,0,1,-6.5
BHR,2005-09,1,2,-7.333333333333333
BHR,2005-10,2,2,-8.25
BHR,2005-11,18,4,-8.704545454545455
BHR,2005-12,6,4,-8.4
BHR,2006-01,0,1,-6.5
BHR,2006-02,10,3,-8.807692307692307
BHR,2006-03,35,11,-9.076086956521742
BHR,2006-04,17,1,-9.805555555555557
BHR,2006-05,15,1,-9.46875
BHR,2006-06,12,3,-9.000000000000002
BHR,2006-07,17,19,-8.097222222222223
BHR,2006-08,8,1,-9.38888888888889
BHR,2006-09,11,6,-8.823529411764707
BHR,2006-10,5,4,-8.38888888888889
BHR,2006-11,11,26,-7.527027027027027
BHR,2006-12,32,8,-9.212499999999999
BHR,2007-01,23,5,-9.321428571428573
BHR,2007-02,45,13,-9.28448275862069
BHR,2007-03,23,6,-9.206896551724137
BHR,2007-04,76,24,-9.014999999999999
BHR,2007-05,55,17,-9.076388888888886
BHR,2007-06,34,9,-9.19767441860465
BHR,2007-07,30,20,-8.489999999999997
BHR,2007-08,47,14,-9.09016393442623
BHR,2007-09,29,4,-9.424242424242426
BHR,2007-10,106,5,-9.725225225225227
BHR,2007-11,48,6,-9.388888888888886
BHR,2007-12,113,20,-9.368421052631575
BHR,2008-01,67,38,-8.609523809523807
BHR,2008-02,80,52,-8.534090909090907
BHR,2008-03,68,17,-9.117647058823533
BHR,2008-04,88,13,-9.282178217821782
BHR,2008-05,50,15,-9.08461538461538
BHR,2008-06,44,31,-8.426666666666668
BHR,2008-07,58,12,-9.14285714285714
BHR,2008-08,17,7,-8.6875
BHR,2008-09,29,1,-9.583333333333334
BHR,2008-10,34,4,-9.46052631578947
BHR,2008-11,29,10,-8.846153846153847
BHR,2008-12,59,36,-8.605263157894736
BHR,2009-01,123,41,-8.972560975609756
BHR,2009-02,94,65,-8.474842767295593
BHR,2009-03,81,55,-8.433823529411764
BHR,2009-04,121,24,-9.155172413793101
BHR,2009-05,166,5,-9.769005847953215
BHR,2009-06,71,21,-9.141304347826086
BHR,2009-07,23,13,-8.611111111111112
BHR,2009-08,36,11,-8.97872340425532
BHR,2009-09,47,4,-9.676470588235295
BHR,2009-10,48,8,-9.348214285714285
BHR,2009-11,39,13,-9.019230769230774
BHR,2009-12,53,9,-9.258064516129034
BHR,2010-01,54,13,-9.082089552238807
BHR,2010-02,75,15,-9.072222222222225
BHR,2010-03,30,3,-9.515151515151514
BHR,2010-04,29,10,-8.91025641025641
BHR,2010-05,51,11,-9.185483870967744
BHR,2010-06,28,19,-8.43617021276596
BHR,2010-07,52,21,-8.8013698630137
BHR,2010-08,85,35,-8.741666666666667
BHR,2010-09,147,30,-9.033898305084746
BHR,2010-10,99,11,-9.23636363636364
BHR,2010-11,59,16,-8.906666666666663
BHR,2010-12,77,8,-9.523529411764708
BHR,2011-01,64,17,-9.12345679012346
BHR,2011-02,1961,1377,-8.543139604553625
BHR,2011-03,3225,1834,-8.662779205376554
BHR,2011-04,1145,848,-8.378324134470645
BHR,2011-05,795,356,-8.71937445699392
BHR,2011-06,596,503,-8.22292993630573
BHR,2011-07,359,347,-8.145184135977336
BHR,2011-08,423,421,-8.154620853080571
BHR,2011-09,724,572,-8.402391975308642
BHR,2011-10,451,264,-8.610489510489511
BHR,2011-11,521,341,-8.478538283062646
BHR,2011-12,630,409,-8.473051010587103
BHR,2012-01,999,342,-8.976882923191644
BHR,2012-02,720,508,-8.527280130293159
BHR,2012-03,646,394,-8.612019230769224
BHR,2012-04,1112,1254,-8.086855452240066
BHR,2012-05,490,691,-7.891193903471636
BHR,2012-06,465,268,-8.61459754433833
BHR,2012-07,308,240,-8.38959854014599
BHR,2012-08,530,387,-8.445474372955287
BHR,2012-09,409,311,-8.477777777777781
BHR,2012-10,392,278,-8.534328358208954
BHR,2012-11,400,165,-8.886725663716811
BHR,2012-12,276,181,-8.458424507658638
BHR,2013-01,252,169,-8.508313539192402
BHR,2013-02,538,256,-8.858312342569269
BHR,2013-03,271,157,-8.592289719626171
BHR,2013-04,195,102,-8.695286195286194
BHR,2013-05,110,40,-8.979999999999995
BHR,2013-06,167,48,-8.99069767441861
BHR,2013-07,611,159,-9.106493506493504
BHR,2013-08,473,297,-8.566883116883119
BHR,2013-09,308,205,-8.464912280701752
BHR,2013-10,429,197,-8.7979233226837
BHR,2013-11,243,137,-8.611842105263166
BHR,2013-12,258,133,-8.621483375959077
BHR,2014-01,235,111,-8.784682080924851
BHR,2014-02,453,255,-8.715395480225984
BHR,2014-03,638,113,-9.396804260985345
BHR,2014-04,397,113,-9.155882352941179
BHR,2014-05,422,110,-9.159774436090219
BHR,2014-06,169,73,-8.793388429752074
BHR,2014-07,200,78,-8.933453237410074
BHR,2014-08,141,109,-8.322000000000005
BHR,2014-09,432,212,-8.659161490683223
BHR,2014-10,318,212,-8.352830188679246
BHR,2014-11,407,323,-8.384931506849316
BHR,2014-12,617,257,-8.842105263157887
BHR,2015-01,480,388,-8.399193548387094
BHR,2015-02,450,261,-8.606188466947959
BHR,2015-03,462,190,-8.796779141104293
BHR,2015-04,343,152,-8.715151515151518
BHR,2015-05,320,83,-9.10545905707197
BHR,2015-06,261,147,-8.672794117647058
BHR,2015-07,562,110,-9.337797619047619
BHR,2015-08,381,93,-9.198312236286926
BHR,2015-09,479,103,-9.243986254295534
BHR,2015-10,189,109,-8.630872483221474
BHR,2015-11,346,106,-8.887168141592925
BHR,2015-12,285,59,-9.24563953488372
BHR,2016-01,874,1010,-8.09368365180466
BHR,2016-02,490,312,-8.527431421446385
BHR,2016-03,317,118,-8.96436781609196
BHR,2016-04,395,139,-8.955056179775292
BHR,2016-05,217,168,-8.42987012987012
BHR,2016-06,663,391,-8.625237191650855
BHR,2016-07,339,240,-8.43264248704663
BHR,2016-08,302,186,-8.518442622950818
BHR,2016-09,244,189,-8.303695150115473
BHR,2016-10,385,149,-8.864232209737828
BHR,2016-11,247,96,-8.871720116618075
BHR,2016-12,579,228,-8.938661710037174
BHR,2017-01,1000,376,-8.942223837209301
BHR,2017-02,531,265,-8.76884422110553
BHR,2017-03,414,205,-8.75686591276252
BHR,2017-04,325,113,-8.924657534246577
BHR,2017-05,641,303,-8.792902542372882
BHR,2017-06,425,124,-9.080145719489982
BHR,2017-07,329,54,-9.157963446475197
BHR,2017-08,207,93,-8.636666666666667
BHR,2017-09,200,53,-9.061264822134389
BHR,2017-10,400,106,-9.031620553359684
BHR,2017-11,269,145,-8.637681159420291
BHR,2017-12,216,130,-8.591040462427744
BHR,2018-01,172,84,-8.675781249999998
BHR,2018-02,226,121,-8.61815561959654
BHR,2018-03,192,156,-8.32183908045977
BHR,2018-04,152,71,-8.683856502242152
BHR,2018-05,174,71,-8.755102040816325
BHR,2018-06,147,80,-8.623348017621145
BHR,2018-07,207,40,-9.275303643724696
BHR,2018-08,229,146,-8.501333333333335
BHR,2018-09,190,82,-8.801470588235292
BHR,2018-10,322,95,-9.083932853717027
BHR,2018-11,148,161,-8.098705501618124
BHR,2018-12,170,45,-9.095348837209304
BHR,2019-01,129,71,-8.5025
BHR,2019-02,111,45,-8.80448717948718
BHR,2019-03,99,61,-8.415625
BHR,2019-04,154,58,-8.81367924528302
BHR,2019-05,174,64,-8.813025210084035
BHR,2019-06,225,232,-8.134573304157549
BHR,2019-07,274,108,-8.845549738219896
BHR,2019-08,150,80,-8.62391304347826
BHR,2019-09,116,46,-8.725308641975307
BHR,2019-10,97,34,-8.816793893129773
BHR,2019-11,122,43,-8.906060606060608
BHR,2019-12,85,19,-8.995192307692308
BHR,2020-01,78,21,-9.156565656565657
BHR,2020-02,119,45,-8.838414634146343
BHR,2020-03,169,21,-9.505263157894738
BHR,2020-04,139,10,-9.697986577181208
BHR,2020-05,85,3,-9.670454545454545
BHR,2020-06,117,19,-9.30514705882353
BHR,2020-07,178,22,-9.345000000000002
BHR,2020-08,80,38,-8.809322033898306
BHR,2020-09,240,124,-8.67445054945055
BHR,2020-10,80,13,-9.376344086021506
BHR,2020-11,103,25,-9.21875
BHR,2020-12,177,14,-9.568062827225132
BHR,2021-01,114,17,-9.385496183206111
BHR,2021-02,125,62,-8.676470588235292
BHR,2021-03,125,29,-9.15909090909091
BHR,2021-04,90,36,-8.793650793650796
BHR,2021-05,133,21,-9.392857142857142
BHR,2021-06,157,61,-8.915137614678903
BHR,2021-07,73,29,-8.892156862745097
BHR,2021-08,66,21,-9.022988505747126
BHR,2021-09,105,35,-9.028571428571427
BHR,2021-10,89,67,-8.384615384615389
BHR,2021-11,54,38,-8.445652173913045
BHR,2021-12,56,32,-8.630681818181818
BHR,2022-01,96,33,-8.794573643410855
BHR,2022-02,90,38,-8.800781250000002
BHR,2022-03,78,19,-9.231958762886597
BHR,2022-04,82,23,-9.05714285714286
BHR,2022-05,41,12,-8.867924528301888
BHR,2022-06,45,5,-9.399999999999999
BHR,2022-07,47,25,-8.694444444444445
BHR,2022-08,28,19,-8.48936170212766
BHR,2022-09,43,15,-8.836206896551726
BHR,2022-10,66,21,-8.758620689655173
BHR,2022-11,41,72,-7.646017699115045
BHR,2022-12,37,54,-7.807692307692309
BHR,2023-01,41,28,-8.413043478260867
BHR,2023-02,33,40,-7.904109589041098
BHR,2023-03,87,38,-8.696
BHR,2023-04,61,27,-8.795454545454545
BHR,2023-05,59,38,-8.31443298969072
BHR,2023-06,92,31,-8.821138211382117
BHR,2023-07,81,27,-8.89351851851852
BHR,2023-08,45,99,-7.503472222222221
BHR,2023-09,231,108,-8.780235988200591
BHR,2023-10,97,40,-8.751824817518251
BHR,2023-11,96,31,-8.877952755905513
BHR,2023-12,69,16,-9.200000000000001
BHR,2024-01,213,24,-9.588607594936708
BHR,2024-02,120,20,-9.296428571428574
BHR,2024-03,81,2,-9.819277108433734
BHR,2024-04,50,7,-9.421052631578949
BHR,2024-05,71,25,-8.994791666666666
BHR,2024-06,59,1,-9.616666666666665
BHR,2024-07,48,16,-8.835937499999998
BHR,2024-08,56,5,-9.188524590163935
BHR,2024-09,67,13,-9.231249999999998
BHR,2024-10,50,6,-9.5
BHR,2024-11,41,4,-9.455555555555557
BHR,2024-12,56,8,-9.242187499999996
BHR,2025-01,32,8,-9.0375
BHR,2025-02,47,12,-9.101694915254237
BHR,2025-03,60,8,-9.257352941176471
BHR,2025-04,64,6,-9.535714285714286
BHR,2025-05,44,2,-9.565217391304348
BHR,2025-06,23,2,-9.32
BHR,2025-07,68,2,-9.685714285714285
BHR,2025-08,71,8,-9.29113924050633
BHR,2025-09,38,2,-9.7
BHR,2025-10,39,21,-8.666666666666666
BHR,2025-11,27,15,-8.404761904761905
BHR,2025-12,47,1,-9.541666666666666
BIH,1985-01,0,0,
BIH,1985-02,0,0,
BIH,1985-03,0,0,
BIH,1985-04,2,0,-9.5
BIH,1985-05,0,0,
BIH,1985-06,0,0,
BIH,1985-07,0,0,
BIH,1985-08,0,0,
BIH,1985-09,0,0,
BIH,1985-10,0,0,
BIH,1985-11,0,0,
BIH,1985-12,0,0,
BIH,1986-01,0,0,
BIH,1986-02,1,0,-10.0
BIH,1986-03,0,1,-6.5
BIH,1986-04,0,0,
BIH,1986-05,0,0,
BIH,1986-06,0,1,-6.5
BIH,1986-07,0,0,
BIH,1986-08,0,0,
BIH,1986-09,0,0,
BIH,1986-10,0,0,
BIH,1986-11,0,0,
BIH,1986-12,0,0,
BIH,1987-01,0,0,
BIH,1987-02,2,0,-9.0
BIH,1987-03,0,0,
BIH,1987-04,0,0,
BIH,1987-05,0,0,
BIH,1987-06,0,0,
BIH,1987-07,0,0,
BIH,1987-08,1,0,-10.0
BIH,1987-09,0,6,-6.5
BIH,1987-10,0,0,
BIH,1987-11,0,0,
